Monture_ID,Marque,Modele,Type,Forme,Materiau,Couleur,Taille,Prix (€),Style,Stock
MON32171,Oakley,hh979,Semi-cerclee,Aviateur,Metal,Rouge,56-15-147,77.15,Sport,21
MON32172,Persol,YU392,Invisible,Ronde,Titane,Noir,57-14-147,130.5,Sport,8
MON32173,Persol,lw381,Invisible,Ronde,Metal,Transparent,57-17-131,99.59,Luxe,26
MON32174,Oakley,Il754,Invisible,Ronde,Metal,Transparent,53-18-146,281.68,Sport,47
MON32175,Ray-Ban,np466,Semi-cerclee,Aviateur,Titane,Rouge,51-14-142,76.53,Luxe,17
MON32176,Gucci,UW376,Cerclee,Papillon,Metal,Transparent,52-14-144,198.4,Sport,26
MON32177,Gucci,Mk673,Semi-cerclee,Aviateur,Metal,Argent,60-20-130,179.56,Casual,7
MON32178,Chanel,ME577,Cerclee,Papillon,Titane,Rouge,58-15-147,189.09,Business,48
MON32179,Persol,MM663,Invisible,Ronde,Titane,Transparent,53-20-138,426.13,Sport,42
MON32180,Persol,PE573,Invisible,Papillon,Metal,Dore,58-20-141,399.5,Business,26
MON32181,Chanel,zS015,Semi-cerclee,Ronde,Metal,Rouge,53-20-130,283.09,Business,44
MON32182,Oakley,mG352,Cerclee,Papillon,Titane,Transparent,50-18-138,407.51,Sport,24
MON32183,Persol,yR858,Cerclee,Rectangulaire,Metal,Bleu,50-16-137,408.38,Sport,20
MON32184,Oakley,eu034,Semi-cerclee,Rectangulaire,Metal,Rouge,56-15-135,199.43,Business,35
MON32185,Persol,IY467,Cerclee,Ronde,Plastique,Transparent,54-14-140,385.79,Sport,35
MON32186,Oakley,dN148,Invisible,Rectangulaire,Titane,Argent,55-15-140,349.78,Luxe,36
MON32187,Gucci,Ew746,Invisible,Aviateur,Titane,Noir,50-19-133,354.67,Business,43
MON32188,Gucci,Rk973,Cerclee,Ronde,Titane,Rouge,53-18-149,200.08,Sport,26
MON32189,Ray-Ban,vk983,Cerclee,Ronde,Titane,Bleu,58-16-135,111.2,Sport,31
MON32190,Gucci,Nq654,Invisible,Aviateur,Metal,Dore,52-16-132,464.78,Luxe,22
MON32191,Chanel,Ut086,Invisible,Rectangulaire,Titane,Rouge,56-18-135,110.22,Luxe,23
MON32192,Gucci,kl291,Cerclee,Ronde,Metal,Noir,55-17-140,112.69,Sport,27
MON32193,Oakley,eL007,Invisible,Aviateur,Titane,Argent,60-16-139,382.24,Sport,7
MON32194,Gucci,gK974,Semi-cerclee,Rectangulaire,Titane,Dore,55-20-145,219.39,Business,41
MON32195,Persol,DB873,Invisible,Rectangulaire,Plastique,Dore,52-16-136,62.9,Sport,15
MON32196,Persol,He580,Cerclee,Papillon,Metal,Noir,56-18-143,243.65,Luxe,23
MON32197,Oakley,jI773,Semi-cerclee,Ronde,Plastique,Noir,51-15-134,75.76,Sport,50
MON32198,Persol,pc121,Invisible,Ronde,Metal,Bleu,50-15-142,408.94,Luxe,25
MON32199,Oakley,qq633,Cerclee,Papillon,Plastique,Rouge,54-14-131,259.39,Casual,19
MON32200,Persol,Vj759,Cerclee,Papillon,Plastique,Argent,53-15-131,450.22,Sport,24
MON32201,Chanel,EG786,Cerclee,Aviateur,Metal,Dore,51-16-139,482.88,Business,18
MON32202,Gucci,in820,Cerclee,Rectangulaire,Titane,Dore,52-16-149,63.61,Casual,2
MON32203,Oakley,sH931,Cerclee,Aviateur,Metal,Bleu,58-14-133,447.75,Luxe,14
MON32204,Persol,ow193,Invisible,Papillon,Plastique,Rouge,56-16-138,220.06,Sport,35
MON32205,Persol,Ak913,Semi-cerclee,Rectangulaire,Plastique,Noir,54-15-139,381.27,Business,31
MON32206,Persol,Nh191,Cerclee,Rectangulaire,Metal,Rouge,60-14-135,103.66,Luxe,7
MON32207,Persol,xD842,Cerclee,Papillon,Plastique,Argent,59-18-144,129.25,Business,22
MON32208,Chanel,oX747,Semi-cerclee,Aviateur,Plastique,Bleu,50-14-134,261.45,Luxe,24
MON32209,Chanel,vd667,Semi-cerclee,Papillon,Plastique,Argent,50-20-146,325.91,Casual,48
MON32210,Persol,rp032,Semi-cerclee,Papillon,Metal,Transparent,59-17-135,148.74,Casual,35
MON32211,Gucci,At219,Semi-cerclee,Aviateur,Titane,Dore,55-14-146,312.23,Luxe,12
MON32212,Chanel,BV983,Cerclee,Papillon,Metal,Dore,55-15-142,328.25,Business,26
MON32213,Ray-Ban,SZ633,Invisible,Ronde,Metal,Transparent,56-19-137,224.51,Sport,30
MON32214,Oakley,XV559,Semi-cerclee,Rectangulaire,Plastique,Rouge,55-19-132,116.85,Business,37
MON32215,Chanel,oe813,Invisible,Papillon,Plastique,Noir,52-18-148,444.44,Sport,23
MON32216,Oakley,dD022,Invisible,Rectangulaire,Plastique,Argent,53-19-145,187.55,Business,48
MON32217,Oakley,pj712,Semi-cerclee,Ronde,Titane,Noir,60-19-143,398.39,Business,5
MON32218,Ray-Ban,LB782,Semi-cerclee,Papillon,Metal,Rouge,55-14-135,428.08,Sport,26
MON32219,Gucci,VF252,Cerclee,Aviateur,Metal,Bleu,58-18-131,257.67,Business,34
MON32220,Chanel,YU415,Semi-cerclee,Rectangulaire,Titane,Bleu,54-14-138,181.61,Sport,39
MON32221,Oakley,Fo654,Semi-cerclee,Rectangulaire,Plastique,Bleu,58-16-150,102.54,Sport,7
MON32222,Persol,rU049,Invisible,Rectangulaire,Titane,Rouge,54-20-133,381.37,Sport,39
MON32223,Oakley,vE125,Invisible,Rectangulaire,Plastique,Rouge,51-17-138,413.26,Business,1
MON32224,Gucci,dh490,Cerclee,Rectangulaire,Titane,Transparent,55-19-141,373.95,Sport,17
MON32225,Gucci,cW296,Semi-cerclee,Aviateur,Titane,Dore,55-17-136,391.33,Sport,20
MON32226,Chanel,BE772,Semi-cerclee,Aviateur,Titane,Noir,58-15-137,392.7,Sport,38
MON32227,Chanel,YY551,Semi-cerclee,Aviateur,Plastique,Argent,59-15-131,365.24,Sport,10
MON32228,Gucci,Zj732,Invisible,Rectangulaire,Titane,Rouge,53-19-132,358.69,Sport,9
MON32229,Oakley,Nj084,Cerclee,Rectangulaire,Metal,Dore,58-18-150,499.47,Sport,3
MON32230,Persol,sU961,Invisible,Aviateur,Metal,Dore,51-15-137,67.99,Business,29
MON32231,Persol,fr518,Cerclee,Papillon,Plastique,Argent,50-18-150,140.62,Sport,35
MON32232,Oakley,Bz175,Cerclee,Aviateur,Metal,Bleu,60-19-147,193.95,Sport,26
MON32233,Chanel,Cj491,Invisible,Papillon,Metal,Transparent,59-15-150,298.44,Business,21
MON32234,Chanel,We877,Cerclee,Papillon,Metal,Transparent,54-18-135,453.41,Casual,25
MON32235,Gucci,dE049,Invisible,Rectangulaire,Plastique,Dore,60-17-145,75.63,Business,0
MON32236,Ray-Ban,wZ904,Invisible,Ronde,Titane,Argent,55-18-140,184.44,Business,49
MON32237,Ray-Ban,ji713,Semi-cerclee,Papillon,Plastique,Argent,54-15-150,482.68,Casual,0
MON32238,Oakley,YN198,Invisible,Papillon,Metal,Rouge,55-14-148,372.48,Luxe,45
MON32239,Persol,Rv230,Invisible,Ronde,Plastique,Dore,59-15-133,311.85,Casual,43
MON32240,Chanel,Vn172,Invisible,Ronde,Plastique,Argent,55-16-132,171.3,Casual,34
MON32241,Gucci,Px625,Semi-cerclee,Ronde,Metal,Dore,51-15-141,211.03,Luxe,20
MON32242,Oakley,uE650,Invisible,Rectangulaire,Titane,Transparent,53-19-146,460.81,Sport,46
MON32243,Chanel,Dk064,Invisible,Aviateur,Plastique,Transparent,59-18-149,330.21,Business,31
MON32244,Gucci,yS825,Semi-cerclee,Papillon,Titane,Rouge,57-17-131,222.63,Business,5
MON32245,Chanel,tH080,Semi-cerclee,Papillon,Plastique,Argent,56-20-149,182.99,Casual,44
MON32246,Ray-Ban,NC323,Invisible,Papillon,Metal,Bleu,59-20-137,131.14,Business,12
MON32247,Oakley,Yi206,Semi-cerclee,Ronde,Metal,Noir,58-16-145,111.1,Business,17
MON32248,Oakley,PS264,Cerclee,Aviateur,Metal,Dore,60-19-140,56.85,Luxe,2
MON32249,Gucci,MR894,Cerclee,Ronde,Metal,Noir,55-15-142,301.02,Sport,9
MON32250,Gucci,me897,Invisible,Rectangulaire,Titane,Dore,58-16-131,88.85,Business,39
MON32251,Gucci,Rf712,Semi-cerclee,Ronde,Plastique,Rouge,57-17-141,446.58,Sport,3
MON32252,Oakley,Uz740,Invisible,Ronde,Metal,Noir,59-16-142,300.46,Sport,12
MON32253,Ray-Ban,WV463,Invisible,Aviateur,Plastique,Transparent,60-19-131,470.04,Luxe,12
MON32254,Chanel,IT965,Semi-cerclee,Ronde,Metal,Rouge,59-15-147,342.18,Luxe,5
MON32255,Chanel,XZ327,Cerclee,Rectangulaire,Titane,Bleu,52-14-139,230.86,Casual,9
MON32256,Gucci,Zb534,Invisible,Papillon,Metal,Transparent,53-16-135,75.42,Luxe,16
MON32257,Gucci,Ks298,Semi-cerclee,Rectangulaire,Metal,Rouge,53-18-142,228.44,Business,20
MON32258,Oakley,KI311,Invisible,Papillon,Plastique,Noir,56-19-130,244.21,Casual,47
MON32259,Gucci,Gn845,Semi-cerclee,Ronde,Plastique,Dore,53-20-135,151.17,Sport,7
MON32260,Persol,CK906,Invisible,Rectangulaire,Plastique,Transparent,60-19-140,378.83,Casual,0
MON32261,Ray-Ban,Uy386,Invisible,Rectangulaire,Metal,Argent,59-14-145,94.89,Casual,35
MON32262,Oakley,uu544,Cerclee,Ronde,Metal,Argent,51-17-148,475.45,Business,49
MON32263,Gucci,Hq772,Invisible,Aviateur,Metal,Argent,60-18-144,264.43,Sport,43
MON32264,Oakley,hA156,Cerclee,Ronde,Titane,Dore,54-19-141,304.09,Casual,24
MON32265,Oakley,UC129,Invisible,Papillon,Metal,Noir,55-17-142,326.88,Luxe,43
MON32266,Persol,Na659,Cerclee,Ronde,Plastique,Noir,52-14-138,315.59,Luxe,34
MON32267,Oakley,IX159,Cerclee,Ronde,Titane,Dore,56-18-147,96.98,Sport,36
MON32268,Oakley,EK651,Semi-cerclee,Ronde,Plastique,Transparent,53-18-131,442.68,Sport,24
MON32269,Persol,sS021,Semi-cerclee,Rectangulaire,Metal,Dore,59-14-150,441.01,Sport,28
MON32270,Persol,IE374,Invisible,Ronde,Plastique,Noir,50-15-131,435.47,Business,43
MON32271,Ray-Ban,OS418,Semi-cerclee,Aviateur,Titane,Dore,55-15-137,434.37,Business,27
MON32272,Chanel,kv131,Invisible,Papillon,Metal,Bleu,56-16-143,409.85,Luxe,20
MON32273,Oakley,id809,Cerclee,Papillon,Metal,Argent,56-20-146,365.71,Business,14
MON32274,Oakley,bi637,Cerclee,Rectangulaire,Plastique,Rouge,56-14-132,285.08,Sport,38
MON32275,Gucci,Pk067,Cerclee,Papillon,Metal,Argent,60-19-131,225.77,Business,11
MON32276,Persol,FK257,Semi-cerclee,Ronde,Metal,Transparent,52-18-130,271.66,Casual,20
MON32277,Oakley,jX898,Semi-cerclee,Papillon,Titane,Bleu,59-14-133,368.45,Sport,3
MON32278,Ray-Ban,Mu716,Semi-cerclee,Papillon,Metal,Noir,58-16-132,281.38,Sport,18
MON32279,Chanel,PV378,Cerclee,Papillon,Metal,Noir,57-17-143,308.58,Luxe,7
MON32280,Oakley,Ba742,Cerclee,Aviateur,Plastique,Transparent,56-17-150,57.76,Sport,48
MON32281,Ray-Ban,Ch462,Cerclee,Papillon,Titane,Bleu,51-15-134,487.16,Business,44
MON32282,Persol,aG297,Cerclee,Aviateur,Metal,Rouge,56-20-146,469.71,Casual,15
MON32283,Ray-Ban,px981,Semi-cerclee,Ronde,Metal,Bleu,55-15-148,104.08,Business,36
MON32284,Gucci,tE912,Semi-cerclee,Papillon,Titane,Argent,59-20-146,78.58,Business,49
MON32285,Chanel,Ni344,Cerclee,Rectangulaire,Titane,Transparent,60-16-148,464.44,Business,27
MON32286,Gucci,zb638,Semi-cerclee,Ronde,Metal,Dore,54-18-135,196.89,Casual,13
MON32287,Gucci,eN896,Cerclee,Aviateur,Metal,Bleu,56-19-137,144.38,Casual,28
MON32288,Persol,Qz239,Cerclee,Aviateur,Metal,Transparent,55-18-149,351.7,Sport,28
MON32289,Oakley,SC454,Cerclee,Papillon,Titane,Dore,52-17-149,435.61,Sport,33
MON32290,Gucci,um482,Invisible,Aviateur,Titane,Noir,58-16-144,168.83,Luxe,49
MON32291,Ray-Ban,GY692,Cerclee,Papillon,Titane,Argent,51-20-144,268.68,Sport,10
MON32292,Oakley,Pd557,Semi-cerclee,Ronde,Titane,Noir,54-16-142,62.03,Sport,40
MON32293,Gucci,yO975,Cerclee,Rectangulaire,Plastique,Dore,52-16-142,108.71,Business,7
MON32294,Gucci,IO522,Semi-cerclee,Aviateur,Titane,Rouge,51-18-135,409.37,Sport,16
MON32295,Gucci,Ko524,Invisible,Rectangulaire,Titane,Bleu,58-17-138,482.2,Luxe,9
MON32296,Gucci,Ec164,Semi-cerclee,Ronde,Titane,Noir,54-14-132,427.97,Sport,9
MON32297,Persol,XD520,Invisible,Rectangulaire,Titane,Bleu,60-17-134,129.84,Sport,20
MON32298,Persol,cC002,Semi-cerclee,Aviateur,Plastique,Noir,60-19-135,393.09,Casual,41
MON32299,Ray-Ban,XB868,Invisible,Ronde,Titane,Bleu,53-17-150,90.89,Casual,11
MON32300,Ray-Ban,xg950,Cerclee,Papillon,Plastique,Argent,59-15-143,444.19,Luxe,34
MON32301,Chanel,Oh776,Cerclee,Papillon,Metal,Transparent,52-14-137,430.36,Casual,4
MON32302,Ray-Ban,db022,Cerclee,Ronde,Metal,Argent,57-19-138,411.04,Casual,10
MON32303,Chanel,hE178,Cerclee,Rectangulaire,Plastique,Rouge,51-16-135,426.53,Business,39
MON32304,Persol,vn688,Invisible,Rectangulaire,Plastique,Transparent,57-20-136,254.05,Luxe,17
MON32305,Persol,Hg635,Cerclee,Aviateur,Plastique,Bleu,54-16-146,95.96,Casual,43
MON32306,Persol,cX121,Semi-cerclee,Rectangulaire,Plastique,Rouge,58-14-141,62.83,Sport,6
MON32307,Gucci,fD363,Cerclee,Rectangulaire,Plastique,Argent,50-18-145,419.95,Luxe,14
MON32308,Chanel,WN825,Invisible,Aviateur,Titane,Rouge,59-20-149,445.77,Sport,17
MON32309,Persol,lp648,Semi-cerclee,Aviateur,Plastique,Noir,54-20-149,94.39,Business,15
MON32310,Oakley,tJ532,Semi-cerclee,Papillon,Plastique,Transparent,55-15-140,84.14,Luxe,26
MON32311,Oakley,Mu627,Semi-cerclee,Ronde,Plastique,Argent,56-15-133,269.23,Casual,12
MON32312,Ray-Ban,Xx552,Semi-cerclee,Ronde,Titane,Dore,50-19-136,402.14,Luxe,23
MON32313,Gucci,Xu178,Cerclee,Rectangulaire,Metal,Noir,57-17-130,403.1,Casual,33
MON32314,Oakley,Ox907,Semi-cerclee,Papillon,Metal,Noir,59-20-138,85.87,Luxe,19
MON32315,Oakley,SW472,Semi-cerclee,Ronde,Plastique,Dore,54-17-149,60.58,Casual,6
MON32316,Ray-Ban,It392,Cerclee,Ronde,Metal,Noir,55-19-148,320.54,Sport,2
MON32317,Oakley,kI588,Cerclee,Ronde,Metal,Dore,57-19-139,253.92,Business,0
MON32318,Oakley,kN458,Cerclee,Papillon,Metal,Dore,50-15-130,436.04,Sport,22
MON32319,Oakley,PC552,Cerclee,Aviateur,Plastique,Transparent,60-18-134,296.82,Casual,11
MON32320,Persol,KS133,Cerclee,Rectangulaire,Metal,Rouge,59-17-131,141.27,Sport,44
MON32321,Chanel,pZ274,Invisible,Rectangulaire,Plastique,Dore,54-15-144,445.38,Casual,26
MON32322,Oakley,gR119,Invisible,Aviateur,Metal,Noir,57-17-130,464.14,Luxe,27
MON32323,Oakley,Dj441,Semi-cerclee,Aviateur,Plastique,Argent,56-20-136,100.85,Casual,15
MON32324,Chanel,xJ985,Semi-cerclee,Rectangulaire,Plastique,Dore,60-20-147,343.02,Luxe,43
MON32325,Oakley,zp034,Semi-cerclee,Aviateur,Titane,Argent,57-19-149,395.58,Luxe,7
MON32326,Chanel,wh051,Cerclee,Papillon,Plastique,Dore,52-14-145,328.47,Luxe,12
MON32327,Gucci,wK050,Semi-cerclee,Aviateur,Metal,Dore,58-17-148,222.85,Sport,14
MON32328,Oakley,fS645,Cerclee,Rectangulaire,Titane,Noir,53-16-143,59.45,Business,19
MON32329,Gucci,tF467,Semi-cerclee,Papillon,Plastique,Argent,60-17-131,162.88,Business,15
MON32330,Oakley,We333,Invisible,Aviateur,Plastique,Argent,57-14-133,389.9,Business,29
MON32331,Chanel,VP124,Invisible,Ronde,Plastique,Transparent,54-16-135,172.62,Sport,1
MON32332,Oakley,tL254,Semi-cerclee,Papillon,Metal,Noir,53-17-133,201.43,Business,11
MON32333,Oakley,Be557,Invisible,Ronde,Titane,Rouge,60-20-140,461.85,Casual,33
MON32334,Persol,zj454,Semi-cerclee,Ronde,Plastique,Dore,53-17-139,409.18,Casual,15
MON32335,Persol,wq579,Invisible,Ronde,Titane,Dore,57-17-149,95.16,Sport,49
MON32336,Gucci,vv129,Invisible,Rectangulaire,Titane,Rouge,50-18-147,53.58,Sport,38
MON32337,Persol,xM624,Invisible,Papillon,Metal,Bleu,51-16-132,135.56,Business,44
MON32338,Ray-Ban,Yr385,Semi-cerclee,Papillon,Metal,Rouge,54-14-136,311.76,Luxe,28
MON32339,Oakley,zK565,Semi-cerclee,Papillon,Plastique,Transparent,57-19-143,50.64,Luxe,2
MON32340,Persol,Pq861,Cerclee,Rectangulaire,Plastique,Bleu,58-19-149,360.11,Casual,1
MON32341,Persol,rC883,Invisible,Aviateur,Titane,Argent,55-15-150,68.31,Casual,50
MON32342,Chanel,OY089,Invisible,Rectangulaire,Metal,Transparent,52-14-146,146.83,Luxe,1
MON32343,Gucci,Qz693,Semi-cerclee,Aviateur,Plastique,Rouge,52-15-137,271.01,Luxe,17
MON32344,Persol,Os381,Semi-cerclee,Ronde,Plastique,Argent,56-19-142,347.02,Casual,1
MON32345,Persol,Pl130,Cerclee,Aviateur,Plastique,Noir,54-20-142,143.97,Luxe,39
MON32346,Oakley,GE559,Cerclee,Aviateur,Plastique,Rouge,59-14-148,179.38,Casual,1
MON32347,Oakley,ZS756,Semi-cerclee,Ronde,Plastique,Rouge,53-17-138,246.77,Casual,50
MON32348,Oakley,lI030,Semi-cerclee,Aviateur,Metal,Noir,53-19-131,58.29,Casual,45
MON32349,Oakley,ds162,Invisible,Aviateur,Titane,Bleu,50-16-133,113.32,Business,22
MON32350,Ray-Ban,Zn671,Cerclee,Papillon,Titane,Rouge,52-19-131,274.98,Sport,20
MON32351,Ray-Ban,wb565,Semi-cerclee,Ronde,Titane,Transparent,56-17-134,120.96,Casual,19
MON32352,Persol,kY008,Cerclee,Papillon,Plastique,Argent,59-18-145,365.16,Luxe,35
MON32353,Ray-Ban,JN135,Invisible,Papillon,Metal,Dore,52-18-142,309.74,Casual,45
MON32354,Ray-Ban,rR427,Semi-cerclee,Aviateur,Titane,Bleu,57-18-143,465.43,Casual,2
MON32355,Chanel,SD866,Cerclee,Aviateur,Titane,Argent,59-17-135,239.7,Sport,1
MON32356,Oakley,qY909,Semi-cerclee,Aviateur,Metal,Rouge,59-17-142,299.27,Business,14
MON32357,Persol,gm618,Semi-cerclee,Aviateur,Plastique,Dore,57-16-142,335.33,Luxe,26
MON32358,Oakley,gn915,Invisible,Ronde,Metal,Argent,51-20-147,220.54,Luxe,19
MON32359,Ray-Ban,eT682,Semi-cerclee,Rectangulaire,Plastique,Bleu,50-16-139,438.07,Sport,20
MON32360,Ray-Ban,EP178,Cerclee,Papillon,Metal,Rouge,51-14-143,439.83,Casual,14
MON32361,Gucci,cw844,Cerclee,Aviateur,Metal,Bleu,55-14-140,469.19,Casual,37
MON32362,Ray-Ban,OC008,Invisible,Rectangulaire,Metal,Noir,57-20-134,484.65,Sport,24
MON32363,Gucci,An267,Semi-cerclee,Aviateur,Titane,Bleu,52-15-138,258.04,Casual,44
MON32364,Gucci,Dv526,Semi-cerclee,Rectangulaire,Metal,Dore,58-19-143,176.37,Sport,8
MON32365,Ray-Ban,PR327,Cerclee,Aviateur,Titane,Bleu,56-14-139,405.1,Luxe,22
MON32366,Chanel,EN053,Invisible,Papillon,Plastique,Rouge,60-19-131,402.85,Luxe,48
MON32367,Chanel,Yx062,Cerclee,Papillon,Plastique,Bleu,57-17-144,407.62,Casual,34
MON32368,Gucci,vp358,Semi-cerclee,Ronde,Plastique,Argent,51-17-135,334.35,Business,11
MON32369,Chanel,WL796,Semi-cerclee,Ronde,Metal,Bleu,56-18-147,469.37,Luxe,6
MON32370,Chanel,Yh580,Invisible,Rectangulaire,Metal,Bleu,55-15-134,210.45,Sport,17
MON32371,Gucci,cc457,Invisible,Rectangulaire,Plastique,Dore,54-20-145,441.96,Business,46
MON32372,Persol,tH910,Semi-cerclee,Papillon,Metal,Rouge,60-15-146,144.55,Sport,13
MON32373,Gucci,PY914,Semi-cerclee,Aviateur,Plastique,Bleu,55-15-137,318.02,Sport,49
MON32374,Ray-Ban,Hz471,Cerclee,Aviateur,Metal,Bleu,56-15-140,158.31,Business,29
MON32375,Gucci,US644,Invisible,Papillon,Plastique,Dore,54-17-148,186.78,Casual,49
MON32376,Chanel,AI794,Semi-cerclee,Papillon,Metal,Noir,59-16-150,169.92,Luxe,35
MON32377,Gucci,Yc782,Cerclee,Rectangulaire,Metal,Transparent,59-19-149,136.98,Business,48
MON32378,Persol,fW103,Semi-cerclee,Rectangulaire,Plastique,Transparent,59-14-131,189.29,Sport,8
MON32379,Chanel,xk404,Cerclee,Ronde,Plastique,Argent,57-16-145,227.25,Luxe,7
MON32380,Gucci,TU021,Semi-cerclee,Ronde,Plastique,Argent,51-18-145,391.43,Business,3
MON32381,Persol,Aq161,Invisible,Papillon,Plastique,Rouge,54-19-140,475.38,Business,46
MON32382,Gucci,pw439,Semi-cerclee,Papillon,Plastique,Dore,57-20-144,417.62,Business,0
MON32383,Gucci,Nc868,Invisible,Ronde,Metal,Bleu,50-14-131,282.74,Sport,28
MON32384,Gucci,gE391,Invisible,Papillon,Titane,Argent,52-14-147,165.57,Casual,48
MON32385,Gucci,Lb480,Semi-cerclee,Papillon,Titane,Bleu,59-20-147,172.62,Business,0
MON32386,Oakley,dG407,Cerclee,Ronde,Plastique,Dore,55-15-130,120.08,Business,40
MON32387,Oakley,Vw668,Invisible,Aviateur,Metal,Dore,50-14-132,293.6,Business,45
MON32388,Oakley,EM258,Invisible,Rectangulaire,Titane,Bleu,53-20-146,445.08,Casual,11
MON32389,Persol,sE686,Semi-cerclee,Ronde,Plastique,Argent,52-16-145,186.07,Business,25
MON32390,Chanel,dJ872,Cerclee,Rectangulaire,Titane,Rouge,54-16-132,103.9,Luxe,26
MON32391,Oakley,wI497,Cerclee,Rectangulaire,Metal,Bleu,53-16-140,350.4,Casual,20
MON32392,Gucci,lJ061,Cerclee,Papillon,Plastique,Rouge,52-18-138,463.97,Business,26
MON32393,Persol,jg948,Invisible,Aviateur,Metal,Rouge,51-18-144,51.94,Casual,24
MON32394,Oakley,cA065,Cerclee,Papillon,Titane,Rouge,54-17-136,220.44,Business,42
MON32395,Oakley,YQ830,Cerclee,Aviateur,Plastique,Bleu,56-14-130,150.65,Business,15
MON32396,Persol,bL621,Cerclee,Papillon,Metal,Bleu,56-16-141,94.65,Business,13
MON32397,Gucci,jk673,Semi-cerclee,Rectangulaire,Metal,Dore,51-16-134,432.94,Casual,3
MON32398,Ray-Ban,wx568,Semi-cerclee,Rectangulaire,Plastique,Noir,50-18-143,442.33,Luxe,36
MON32399,Ray-Ban,Ds267,Semi-cerclee,Aviateur,Plastique,Dore,57-16-141,125.96,Business,2
MON32400,Oakley,Oh948,Invisible,Aviateur,Plastique,Dore,54-20-133,196.77,Casual,43
MON32401,Gucci,Ju380,Cerclee,Aviateur,Plastique,Argent,50-19-139,302.15,Business,13
MON32402,Ray-Ban,vA227,Semi-cerclee,Papillon,Titane,Argent,52-18-149,368.6,Business,33
MON32403,Gucci,yk327,Invisible,Aviateur,Metal,Dore,52-15-142,198.17,Casual,36
MON32404,Gucci,kV795,Cerclee,Ronde,Plastique,Rouge,57-19-136,96.84,Business,41
MON32405,Chanel,OX957,Cerclee,Ronde,Plastique,Noir,56-16-140,149.16,Business,30
MON32406,Chanel,UU366,Semi-cerclee,Papillon,Titane,Noir,54-16-142,144.71,Luxe,34
MON32407,Oakley,BV058,Semi-cerclee,Rectangulaire,Metal,Transparent,56-18-147,52.86,Casual,19
MON32408,Gucci,Rj073,Cerclee,Rectangulaire,Plastique,Transparent,52-17-134,134.82,Luxe,43
MON32409,Ray-Ban,Yj181,Semi-cerclee,Papillon,Titane,Argent,50-19-149,479.19,Sport,21
MON32410,Oakley,xQ251,Invisible,Aviateur,Plastique,Transparent,53-14-142,138.97,Sport,5
MON32411,Persol,Sh036,Cerclee,Aviateur,Plastique,Argent,59-20-136,266.65,Luxe,29
MON32412,Ray-Ban,To799,Cerclee,Papillon,Plastique,Argent,50-14-131,206.63,Sport,6
MON32413,Gucci,hd174,Cerclee,Ronde,Plastique,Dore,53-18-136,421.68,Business,49
MON32414,Ray-Ban,qg393,Semi-cerclee,Aviateur,Titane,Noir,54-19-136,191.35,Business,47
MON32415,Persol,ff461,Semi-cerclee,Ronde,Titane,Transparent,54-14-136,381.94,Business,5
MON32416,Chanel,gi034,Cerclee,Rectangulaire,Titane,Bleu,57-16-136,440.09,Sport,23
MON32417,Oakley,rz086,Semi-cerclee,Aviateur,Metal,Rouge,55-18-134,429.49,Luxe,48
MON32418,Ray-Ban,xg953,Cerclee,Ronde,Titane,Transparent,51-14-135,399.16,Business,46
MON32419,Persol,mI593,Invisible,Rectangulaire,Titane,Dore,52-18-140,424.51,Casual,29
MON32420,Ray-Ban,QW418,Cerclee,Rectangulaire,Plastique,Rouge,56-20-143,192.91,Casual,24
MON32421,Gucci,fr221,Semi-cerclee,Aviateur,Plastique,Rouge,50-17-147,106.41,Casual,15
MON32422,Oakley,gp078,Cerclee,Aviateur,Titane,Argent,60-17-137,294.87,Sport,0
MON32423,Persol,Wi872,Cerclee,Papillon,Metal,Argent,52-17-147,367.61,Casual,17
MON32424,Ray-Ban,Fd695,Cerclee,Papillon,Metal,Transparent,56-20-140,245.29,Sport,33
MON32425,Persol,PK707,Semi-cerclee,Papillon,Plastique,Noir,59-19-139,398.08,Casual,28
MON32426,Persol,fw678,Semi-cerclee,Ronde,Titane,Dore,60-17-140,251.87,Sport,7
MON32427,Oakley,EE201,Semi-cerclee,Aviateur,Titane,Bleu,56-18-132,209.12,Sport,15
MON32428,Oakley,KN056,Semi-cerclee,Ronde,Titane,Dore,51-14-140,391.15,Casual,11
MON32429,Persol,zX907,Cerclee,Aviateur,Metal,Rouge,51-18-134,433.89,Sport,48
MON32430,Chanel,ZY129,Invisible,Aviateur,Metal,Dore,58-18-131,146.67,Casual,20
MON32431,Gucci,zz309,Semi-cerclee,Papillon,Metal,Transparent,59-15-148,465.01,Luxe,2
MON32432,Persol,px577,Cerclee,Aviateur,Plastique,Rouge,50-14-150,372.8,Business,32
MON32433,Persol,Uk872,Invisible,Aviateur,Titane,Transparent,53-20-146,259.0,Business,43
MON32434,Chanel,nS711,Cerclee,Aviateur,Plastique,Noir,51-14-146,245.03,Luxe,12
MON32435,Gucci,aV984,Cerclee,Papillon,Metal,Rouge,50-14-145,232.5,Luxe,1
MON32436,Persol,Sr792,Semi-cerclee,Aviateur,Titane,Argent,52-15-143,141.94,Sport,47
MON32437,Persol,Wx954,Cerclee,Aviateur,Titane,Noir,57-17-146,477.54,Business,16
MON32438,Ray-Ban,uz805,Semi-cerclee,Aviateur,Metal,Bleu,51-14-131,393.03,Casual,6
